comuna,region_id,region_nombre,fuente,numero,fecha,titulo,materia,url,source_listing_url,sha256,rdf_url
Arica,15,Arica y Parinacota,BCN,2539,1999-09-01,ORDENANZA MUNICIPAL SOBRE PATENTES DE ALCOHOLES Y HORARIO DE FUNCIONAMIENTO DE ESTABLECIMIENTOS DE EXPENDIO DE BEBIDAS ALCOHOLICAS,"Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=141943,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-arica/1999-09-01/2539/datos.json
Arica,15,Arica y Parinacota,Municipalidad,02,2026-01-01,Ordenanza Municipal de ARICA — ordenanza n 02 para el cobro municipal 2026,Derechos Municipales y Tarifas,https://docs.muniarica.cl/web/media/documentos/2025/10/ordenanza-n-02-para-el-cobro-municipal-2026.pdf,https://docs.muniarica.cl/web/media/documentos/2025/10/ordenanza-n-02-para-el-cobro-municipal-2026.pdf,9ca031334f1e7582aca7c3c139152612489c5be5e8c6fedb84117d8b5b667bba,
Arica,15,Arica y Parinacota,Municipalidad,S/N,2026-01-01,Ordenanza Municipal de ARICA — ordenanza municipal diciembre,Normativa General y Otras Materias,https://docs.muniarica.cl/web/media/documentos/2025/12/ordenanza-municipal-diciembre.pdf,https://docs.muniarica.cl/web/media/documentos/2025/12/ordenanza-municipal-diciembre.pdf,29438329ef3d27542c1947fdfafe75bcc96e279565fe3e77e9052fa3d9cc4636,
Arica,15,Arica y Parinacota,Municipalidad,1,2026-01-01,Ordenanza Municipal de ARICA — ordenanza n 1 2026,Normativa General y Otras Materias,https://docs.muniarica.cl/web/media/documentos/2026/06/ordenanza-n-1-2026.pdf,https://docs.muniarica.cl/web/media/documentos/2026/06/ordenanza-n-1-2026.pdf,3eaebd29fde45e4808352a94a246483f86b04e160a571bfd653ec5822f682a36,
General Lagos,15,Arica y Parinacota,BCN,3,1987-01-27,"DICTA: ORDENANANZA MUNICIPAL SOBRE DEHECHOS MUNICIPALES POR CONCESIONES, PERMISOS Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=147770,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-general-lagos/1987-01-27/3/datos.json
General Lagos,15,Arica y Parinacota,BCN,5,1987-01-27,DICTASE LA SIGUIENTE ORDENANZA MUNICIPAL SOBRE NORMAS SANITARIAS BASICAS,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=147771,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-general-lagos/1987-01-27/5/datos.json
General Lagos,15,Arica y Parinacota,BCN,6,1987-01-27,DICTA ORDENANZA MUNICIPAL QUE REGULA EL FUNCIONAMIENTO DE LAS FERIAS FRONTERIZAS DE LA COMUNA,"Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=147762,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-general-lagos/1987-01-27/6/datos.json
Iquique,01,Tarapacá,BCN,478,2014-09-08,"APRUEBA ORDENANZA QUE REGULA EL USO DE LOS ESPACIOS DE DOMINIO PÚBLICO, EL RETIRO DE VEHÍCULOS QUE SE ENCUENTREN EN ESTADO DE ABANDONO Y/O MAL ESTACIONADOS, EN LAS VÍAS PÚBLICAS, Y DE LAS CERCAS Y/O ENREJADOS LEVANTADOS EN LAS MISMAS, SIN LOS PERMISOS O AUTORIZACIONES CORRESPONDIENTES",Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=1066275,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2014-09-08/478/datos.json
Iquique,01,Tarapacá,BCN,474,2013-10-23,"MODIFICA ORDENANZA MUNICIPAL Nº 472, DE 2013",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=1055437,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2013-10-23/474/datos.json
Iquique,01,Tarapacá,BCN,472,2013-10-03,NOMBRA PLAZA SOLDADO PEDRO PRADO A LA PLAZA UBICADA FRENTE AL CEMENTERIO Nº 3,"Salud, Deporte y Desarrollo Social",https://www.bcn.cl/leychile/navegar?idNorma=1054876,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2013-10-03/472/datos.json
Iquique,01,Tarapacá,BCN,460,2011-09-30,APRUEBA ORDENANZA MUNICIPAL SOBRE 'INSTALACIÓN DE LÍNEAS DISTRIBUIDORAS DE ENERGÍA ELÉCTRICA Y DE TELECOMUNICACIONES EN LA COMUNA DE IQUIQUE',Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=1030307,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2011-09-30/460/datos.json
Iquique,01,Tarapacá,BCN,458,2011-08-16,APRUEBA ORDENANZA DE PARTICIPACIÓN CIUDADANA,Organización y Régimen Interno,https://www.bcn.cl/leychile/navegar?idNorma=1028675,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2011-08-16/458/datos.json
Iquique,01,Tarapacá,BCN,457,2011-08-02,"MODIFICA ORDENANZA Nº 209, DE 1991, SOBRE FERIA ITINERANTE DE IQUIQUE","Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=1028303,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2011-08-02/457/datos.json
Iquique,01,Tarapacá,BCN,455,2011-05-13,"MODIFICA ORDENANZA Nº 316, DE 2000, AGREGANDO EL REGLAMENTO TEXAS HOLD'EM PÓKER SIN LÍMITE",Organización y Régimen Interno,https://www.bcn.cl/leychile/navegar?idNorma=1025312,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2011-05-13/455/datos.json
Iquique,01,Tarapacá,BCN,454,2011-03-23,"MODIFICA ORDENANZA Nº 395, DE 2005, SOBRE OTORGAMIENTO, RENOVACIÓN, CADUCIDAD Y TRASLADO DE PATENTES DE EXPENDIO DE BEBIDAS ALCOHÓLICAS","Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=1023924,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2011-03-23/454/datos.json
Iquique,01,Tarapacá,BCN,453,2010-12-29,APRUEBA ORDENANZA MUNICIPAL PARA TRABAJOS EN BENEFICIO DE LA COMUNIDAD PARA CUMPLIR SENTENCIAS DICTADAS POR EL JUEZ DE POLICÍA LOCAL,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=1021595,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2010-12-29/453/datos.json
Iquique,01,Tarapacá,BCN,452,2010-12-28,MODIFICA FUNCIONAMIENTO INTERNO DEL CASINO DE JUEGOS,"Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=1021553,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2010-12-28/452/datos.json
Iquique,01,Tarapacá,BCN,448,2010-08-27,APRUEBA ORDENANZA SOBRE LIMPIADORES DE VEHÍCULOS ESTACIONADOS EN LA VÍA PÚBLICA,Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=1016613,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2010-08-27/448/datos.json
Iquique,01,Tarapacá,BCN,449,2010-08-27,APRUEBA ORDENANZA SOBRE ESPACIO PÚBLICO DEL CENTRO DE LA CIUDAD DE IQUIQUE,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=1016614,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2010-08-27/449/datos.json
Iquique,01,Tarapacá,BCN,447,2010-08-06,"MODIFICA ORDENANZA Nº 395, DE 2005, SOBRE OTORGAMIENTO, RENOVACIÓN, CADUCIDAD Y TRASLADO DE PATENTES DE EXPENDIO DE BEBIDAS ALCOHÓLICAS","Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=1015981,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2010-08-06/447/datos.json
Iquique,01,Tarapacá,BCN,445,2010-05-03,"MODIFICA ORDENANZA Nº 316, DE 2000",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=1012888,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2010-05-03/445/datos.json
Iquique,01,Tarapacá,BCN,444,2010-04-14,APRUEBA ORDENANZA MUNICIPAL SOBRE VEHÍCULOS ABANDONADOS EN LA VÍA PÚBLICA,Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=1012411,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2010-04-14/444/datos.json
Iquique,01,Tarapacá,BCN,443,2010-03-10,"MODIFICA ORDENANZA MUNICIPAL Nº 418, DE 2008, SOBRE DERECHOS MUNICIPALES POR CONCESIONES, PERMISOS Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=1011592,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2010-03-10/443/datos.json
Iquique,01,Tarapacá,BCN,442,2010-03-06,APRUEBA ORDENANZA SOBRE ORGANIZACIÓN DE TERMINAL RODOVIARIO DE IQUIQUE,Organización y Régimen Interno,https://www.bcn.cl/leychile/navegar?idNorma=1011495,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2010-03-06/442/datos.json
Iquique,01,Tarapacá,BCN,440,2010-01-18,"MODIFICA ORDENANZA MUNICIPAL Nº 418, DE 2009",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=1010269,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2010-01-18/440/datos.json
Iquique,01,Tarapacá,BCN,441,2009-12-04,"MODIFICA ORDENANZA Nº 392, DE 2005",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=1008730,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2009-12-04/441/datos.json
Iquique,01,Tarapacá,BCN,439,2009-11-13,"MODIFICA ORDENANZA Nº 430, DE 2009, SOBRE JUEGOS DE ENTRETENCIÓN ELECTRÓNICA Y DESTREZA","Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=1007969,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2009-11-13/439/datos.json
Iquique,01,Tarapacá,BCN,438,2009-11-05,"MODIFICA ORDENANZA MUNICIPAL Nº345, DE 2002, QUE FIJA REGLAMENTO SOBRE INTEGRACIÓN, ORGANIZACIÓN, COMPETENCIAS Y FUNCIONAMIENTO DEL CONSEJO ECONÓMICO Y SOCIAL COMUNAL C.E.S.C.O.","Salud, Deporte y Desarrollo Social",https://www.bcn.cl/leychile/navegar?idNorma=1007795,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2009-11-05/438/datos.json
Iquique,01,Tarapacá,BCN,436,2009-08-26,"MODIFICA ORDENANZA MUNICIPAL Nº 372, DE 2004 SOBRE TRIBUTOS Y OTROS GRAVÁMENES",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=1005419,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2009-08-26/436/datos.json
Iquique,01,Tarapacá,BCN,435,2009-08-21,"MODIFICA ORDENANZAS Nº 316 Y Nº 386, DE 2009",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=1005240,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2009-08-21/435/datos.json
Iquique,01,Tarapacá,BCN,434,2009-06-04,NOMBRA CALLES QUE INDICA EN EL SECTOR NORTE DE LA COMUNA,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=1003060,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2009-06-04/434/datos.json
Iquique,01,Tarapacá,BCN,433,2009-06-01,"CAMBIA SENTIDO DEL TRÁNSITO TRANSITORIO, EN CALLE SALITRERA VICTORIA",Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=1002835,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2009-06-01/433/datos.json
Iquique,01,Tarapacá,BCN,431,2009-05-15,"MODIFICA ORDENANZA Nº 316, DE 2000",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=1002223,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2009-05-15/431/datos.json
Iquique,01,Tarapacá,BCN,430,2009-04-24,APRUEBA ORDENANZA MUNICIPAL SOBRE 'JUEGOS DE ENTRETENCIONES ELECTRÓNICAS Y DESTREZA',"Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=1001433,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2009-04-24/430/datos.json
Iquique,01,Tarapacá,BCN,427,2009-02-09,"APRUEBA ORDENANZA MUNICIPAL, RELATIVA A PROMOVER EL CONTROL INTEGRAL DE LA POBLACIÓN CANINA Y DE MASCOTAS",Tenencia Responsable y Mascotas,https://www.bcn.cl/leychile/navegar?idNorma=287023,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2009-02-09/427/datos.json
Iquique,01,Tarapacá,BCN,422,2009-02-05,MODIFICA ORDENANZAS QUE INDICA,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=286823,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2009-02-05/422/datos.json
Iquique,01,Tarapacá,BCN,426,2009-01-23,"MODIFICA ORDENANZA MUNICIPAL N° 316, SOBRE 'REGLAMENTO INTERNO DE FUNCIONAMIENTO DEL CASINO MUNICIPAL DE IQUIQUE'",Organización y Régimen Interno,https://www.bcn.cl/leychile/navegar?idNorma=285924,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2009-01-23/426/datos.json
Iquique,01,Tarapacá,BCN,417,2008-09-02,"MODIFICA DENOMINACIÓN DE POBLACIONES, AVENIDAS Y PASAJES QUE INDICA",Seguridad y Convivencia,https://www.bcn.cl/leychile/navegar?idNorma=277355,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2008-09-02/417/datos.json
Iquique,01,Tarapacá,BCN,420,2008-09-02,PROHÍBE ESTACIONAMIENTO DE VEHÍCULOS QUE INDICA EN SECTOR QUE SEÑALA,Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=277356,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2008-09-02/420/datos.json
Iquique,01,Tarapacá,BCN,418,2008-06-16,"FIJA TEXTO REFUNDIDO, COORDINADO Y SISTEMATIZADO DE LA ORDENANZA MUNICIPAL Nº 397, DE 2005, SOBRE DERECHOS MUNICIPALES POR CONCESIONES, PERMISOS Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=272493,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2008-06-16/418/datos.json
Iquique,01,Tarapacá,BCN,408,2007-10-18,"MODIFICA ORDENANZA Nº 397, DE 2005",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=265663,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2007-10-18/408/datos.json
Iquique,01,Tarapacá,BCN,401,2006-07-21,"MODIFICA ORDENANZA MUNICIPAL Nº 395, DE 2005",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=251515,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2006-07-21/401/datos.json
Iquique,01,Tarapacá,BCN,399,2006-07-07,"APRUEBA ORDENANZA SOBRE DERECHOS, RELATIVA AL COBRO DE PATENTES, IMPUESTOS Y DERECHOS MUNICIPALES, CONCESIONES, PERMISOS Y SERVICIOS IMPAGOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=251057,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2006-07-07/399/datos.json
Iquique,01,Tarapacá,BCN,400,2006-07-07,"MODIFICA ORDENANZA Nº 125, DE 1985",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=251058,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2006-07-07/400/datos.json
Iquique,01,Tarapacá,BCN,396,2005-10-29,APRUEBA ORDENANZA SOBRE PROPAGANDA ELECTORAL Y SU LIMPIEZA,"Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=243378,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2005-10-29/396/datos.json
Iquique,01,Tarapacá,BCN,392,2005-10-21,APRUEBA ORDENANZA DE ASEO,"Aseo, Ornato y Medio Ambiente",https://www.bcn.cl/leychile/navegar?idNorma=243165,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2005-10-21/392/datos.json
Iquique,01,Tarapacá,BCN,395,2005-10-07,"APRUEBA TEXTO REFUNDIDO, COORDINADO Y SISTEMATIZADO DE ORDENANZA PARA EL OTORGAMIENTO, RENOVACION, CADUCIDAD Y TRASLADO DE PATENTES DE EXPENDIO DE BEBIDAS ALCOHOLICAS","Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=242659,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2005-10-07/395/datos.json
Iquique,01,Tarapacá,BCN,383,2005-02-01,APRUEBA ORDENANZA SOBRE REGULACION DE DERECHOS MUNICIPALES POR APOYO EN POSTES,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=235160,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2005-02-01/383/datos.json
Iquique,01,Tarapacá,BCN,353,2004-12-31,MODIFICA ORDENANZA MUNICIPAL Nº 238,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=234151,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2004-12-31/353/datos.json
Iquique,01,Tarapacá,BCN,317,2000-10-11,"MODIFICA ORDENANZAS MUNICIPALES Nº 195, 306, 309 Y 310",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=176551,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/2000-10-11/317/datos.json
Iquique,01,Tarapacá,BCN,310,1999-12-29,"MODIFICA ORDENANZAS NºS. 195, 306 Y 309",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=150038,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1999-12-29/310/datos.json
Iquique,01,Tarapacá,BCN,309,1999-10-20,MODIFICA ORDENANZAS Nº 195 Y Nº 306 SOBRE HORARIO DE FUNCIONAMIENTO DE ESTABLECIMIENTOS PARA EXPENDIO DE BEBIDAS ALCOHOLICAS QUE INDICA,"Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=147271,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1999-10-20/309/datos.json
Iquique,01,Tarapacá,BCN,308,1999-09-22,"MODIFICA ORDENANZA Nº 195, DE 1990",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=143766,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1999-09-22/308/datos.json
Iquique,01,Tarapacá,BCN,306,1999-07-20,"MODIFICA ORDENANZA MUNICIPAL Nº 195, DE 1990",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=139396,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1999-07-20/306/datos.json
Iquique,01,Tarapacá,BCN,304,1999-05-04,"MODIFICA ORDENANZA Nº 195, DE 1990",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=135783,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1999-05-04/304/datos.json
Iquique,01,Tarapacá,BCN,256,1995-01-30,MODIFICA ORDENANZA SOBRE DERECHOS MUNICIPALES,Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=31135,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1995-01-30/256/datos.json
Iquique,01,Tarapacá,BCN,239,1994-07-14,"REGULARIZA CIRCULACION VEHICULAR, ESTABLECIENDO SENTIDOS DE TRANSITO POR CALLES QUE INDICA",Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=31134,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1994-07-14/239/datos.json
Iquique,01,Tarapacá,BCN,238,1994-01-31,"DEROGA ORDENANZAS N°S 146, DE 1986",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=31133,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1994-01-31/238/datos.json
Iquique,01,Tarapacá,BCN,232,1994-01-06,_____________________________________________________ | NOTA : VER DIARIO OFICIAL : 34.757 | | FECHA : 06-ENE-1994 | | PAG. : 5 Y 6 | |_____________________________________________________|,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=31130,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1994-01-06/232/datos.json
Iquique,01,Tarapacá,BCN,233,1994-01-06,ORDENANZA MUNICIPALIDAD DE IQUIQUE,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=31132,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1994-01-06/233/datos.json
Iquique,01,Tarapacá,BCN,226,1993-03-12,MODIFICA ORDENANZA MUNICIPAL QUE INDICA,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=31129,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1993-03-12/226/datos.json
Iquique,01,Tarapacá,BCN,217,1992-06-04,DICTA ORDENANZA SOBRE VEHICULOS ABANDONADOS EN LA VIA PUBLICA,Tránsito y Transporte,https://www.bcn.cl/leychile/navegar?idNorma=87484,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1992-06-04/217/datos.json
Iquique,01,Tarapacá,BCN,212,1992-02-24,DESTINA INMUEBLE QUE INDICA PARA RECEPCION Y;DISPOSICION DE RESIDUOS SOLIDOS,"Aseo, Ornato y Medio Ambiente",https://www.bcn.cl/leychile/navegar?idNorma=2349,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1992-02-24/212/datos.json
Iquique,01,Tarapacá,BCN,210,1992-01-09,"MODIFICA ORDENANZA MUNICIPAL NO. 182, DE 1989",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=86168,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1992-01-09/210/datos.json
Iquique,01,Tarapacá,BCN,209,1991-12-20,DICTA ORDENANZA APLICABLE A LA FERIA ITINERANTE DE IQUIQUE,"Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=86750,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1991-12-20/209/datos.json
Iquique,01,Tarapacá,BCN,199,1991-03-16,APRUEBA ORDENANZA DEL COMERCIO AMBULANTE,"Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=88143,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1991-03-16/199/datos.json
Iquique,01,Tarapacá,BCN,198,1990-12-29,"MODIFICA ORDENANZA MUNICIPAL NO. 182, DE 1989",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=89251,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1990-12-29/198/datos.json
Iquique,01,Tarapacá,BCN,195,1990-11-05,APRUEBA ORDENANZA PARA EL OTORGAMIENTO DE PATENTES DE EXPENDIO DE BEBIDAS ALCOHOLICAS,"Comercio, Alcoholes y Patentes",https://www.bcn.cl/leychile/navegar?idNorma=89541,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1990-11-05/195/datos.json
Iquique,01,Tarapacá,BCN,182,1990-01-20,"MODIFICA ORDENANZA MUNICIPAL SOBRE DERECHOS MUNICIPALES POR CONCESIONES, PERMISOS Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=164990,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1990-01-20/182/datos.json
Iquique,01,Tarapacá,BCN,170,1989-01-27,"MODIFICA ORDENANZA MUNICIPAL SOBRE DERECHOS MUNICIPALES POR CONCESIONES, PERMISOS Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=181557,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1989-01-27/170/datos.json
Iquique,01,Tarapacá,BCN,167,1989-01-14,"MODIFICA ORDENANZA MUNICIPAL SOBRE DERECHOS MUNICIPALES POR CONCESIONES, PERMISOS Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=181671,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1989-01-14/167/datos.json
Iquique,01,Tarapacá,BCN,158,1988-01-07,"MODIFICA ORDENANZA MUNICIPAL SOBRE DERECHOS MUNICIPALES POR CONCESIONES, PERMISOS Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=171548,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1988-01-07/158/datos.json
Iquique,01,Tarapacá,BCN,153,1987-07-03,"MODIFICA ORDENANZA SOBRE DERECHOS MUNICIPALES POR CONCESIONES, PERMISOS Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=143756,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1987-07-03/153/datos.json
Iquique,01,Tarapacá,BCN,146,1987-01-06,"DEROGA ORDENANZAS NO. 123, DE 1985 Y NO. 136, DE 1986",Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=146004,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1987-01-06/146/datos.json
Iquique,01,Tarapacá,BCN,136,1986-01-14,"MODIFICA LA ORDENANZA DE DERECHOS MUNICIPALES POR CONCESIONES, PERMISOS Y SERVICIOS",Derechos Municipales y Tarifas,https://www.bcn.cl/leychile/navegar?idNorma=158779,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1986-01-14/136/datos.json
Iquique,01,Tarapacá,BCN,123,1985-01-30,DEROGA ORDENANZAS MUNICIPALIDAD QUE INDICA,Normativa General y Otras Materias,https://www.bcn.cl/leychile/navegar?idNorma=161606,,,https://datos.bcn.cl/recurso/cl/orz/municipalidad-de-iquique/1985-01-30/123/datos.json
